Coverage Amount,Term Length,Age,Gender,Is_Smoker,Premium
750000,30 Year Term,45,Female,Never Used,$100.32
750000,30 Year Term,45,Female,Never Used,$123.58
750000,30 Year Term,50,Male,Current user,$775.20
750000,30 Year Term,50,Male,Current user,"$1,080.56"
750000,30 Year Term,50,Male,Never Used,$220.12
750000,30 Year Term,50,Male,Never Used,$269.06
750000,30 Year Term,50,Female,Current user,$539.32
750000,30 Year Term,50,Female,Current user,$859.83
750000,30 Year Term,50,Female,Never Used,$160.57
750000,30 Year Term,50,Female,Never Used,$195.55
1000000,10 Year Term,20,Male,Current user,$87.97
1000000,10 Year Term,20,Male,Current user,$127.14
1000000,10 Year Term,20,Male,Never Used,$24.59
1000000,10 Year Term,20,Male,Never Used,$31.51
1000000,10 Year Term,20,Female,Current user,$68.42
1000000,10 Year Term,20,Female,Current user,$90.62
1000000,10 Year Term,20,Female,Never Used,$19.24
1000000,10 Year Term,20,Female,Never Used,$20.40
1000000,10 Year Term,30,Male,Current user,$80.75
1000000,10 Year Term,30,Male,Current user,$136.50
1000000,10 Year Term,30,Male,Never Used,$24.57
1000000,10 Year Term,30,Male,Never Used,$31.51
1000000,10 Year Term,30,Female,Current user,$66.29
1000000,10 Year Term,30,Female,Current user,$102.85
1000000,10 Year Term,30,Female,Never Used,$20.07
1000000,10 Year Term,30,Female,Never Used,$21.23
1000000,10 Year Term,40,Male,Current user,$136.85
1000000,10 Year Term,40,Male,Current user,$243.54
1000000,10 Year Term,40,Male,Never Used,$34.83
1000000,10 Year Term,40,Male,Never Used,$55.35
1000000,10 Year Term,40,Female,Current user,$110.50
1000000,10 Year Term,40,Female,Current user,$179.50
1000000,10 Year Term,40,Female,Never Used,$30.52
1000000,10 Year Term,40,Female,Never Used,$41.37
1000000,10 Year Term,45,Male,Current user,$224.40
1000000,10 Year Term,45,Male,Current user,$386.56
1000000,10 Year Term,45,Male,Never Used,$56.87
1000000,10 Year Term,45,Male,Never Used,$72.47
1000000,10 Year Term,45,Female,Current user,$170.85
1000000,10 Year Term,45,Female,Current user,$298.84
1000000,10 Year Term,45,Female,Never Used,$48.34
1000000,10 Year Term,45,Female,Never Used,$57.50
1000000,10 Year Term,50,Male,Current user,$338.30
1000000,10 Year Term,50,Male,Current user,$564.04
1000000,10 Year Term,50,Male,Never Used,$89.81
1000000,10 Year Term,50,Male,Never Used,$106.58
1000000,10 Year Term,50,Female,Current user,$249.05
1000000,10 Year Term,50,Female,Current user,$355.59
1000000,10 Year Term,50,Female,Never Used,$73.67
1000000,10 Year Term,50,Female,Never Used,$84.61
1000000,10 Year Term,60,Male,Current user,$943.71
1000000,10 Year Term,60,Male,Current user,"$1,454.12"
1000000,10 Year Term,60,Male,Never Used,$236.37
1000000,10 Year Term,60,Male,Never Used,$287.08
1000000,10 Year Term,60,Female,Current user,$612.00
1000000,10 Year Term,60,Female,Current user,$982.85
1000000,10 Year Term,60,Female,Never Used,$169.71
1000000,10 Year Term,60,Female,Never Used,$256.01
1000000,15 Year Term,20,Male,Current user,$99.02
1000000,15 Year Term,20,Male,Current user,$153.66
1000000,15 Year Term,20,Male,Never Used,$29.16
1000000,15 Year Term,20,Male,Never Used,$32.46
1000000,15 Year Term,20,Female,Current user,$78.62
1000000,15 Year Term,20,Female,Current user,$110.45
1000000,15 Year Term,20,Female,Never Used,$23.38
1000000,15 Year Term,20,Female,Never Used,$26.27
1000000,15 Year Term,30,Male,Current user,$101.15
1000000,15 Year Term,30,Male,Current user,$163.26
1000000,15 Year Term,30,Male,Never Used,$29.15
1000000,15 Year Term,30,Male,Never Used,$35.95
1000000,15 Year Term,30,Female,Current user,$75.64
1000000,15 Year Term,30,Female,Current user,$128.69
1000000,15 Year Term,30,Female,Never Used,$25.01
1000000,15 Year Term,30,Female,Never Used,$27.07
1000000,15 Year Term,40,Male,Current user,$180.20
1000000,15 Year Term,40,Male,Current user,$316.76
1000000,15 Year Term,40,Male,Never Used,$47.45
1000000,15 Year Term,40,Male,Never Used,$63.87
1000000,15 Year Term,40,Female,Current user,$137.70
1000000,15 Year Term,40,Female,Current user,$241.49
1000000,15 Year Term,40,Female,Never Used,$39.35
1000000,15 Year Term,40,Female,Never Used,$46.48
1000000,15 Year Term,45,Male,Current user,$283.90
1000000,15 Year Term,45,Male,Current user,$480.91
1000000,15 Year Term,45,Male,Never Used,$74.61
1000000,15 Year Term,45,Male,Never Used,$86.43
1000000,15 Year Term,45,Female,Current user,$222.70
1000000,15 Year Term,45,Female,Current user,$375.31
1000000,15 Year Term,45,Female,Never Used,$60.27
1000000,15 Year Term,45,Female,Never Used,$70.04
1000000,15 Year Term,50,Male,Current user,$431.80
1000000,15 Year Term,50,Male,Current user,$747.50
1000000,15 Year Term,50,Male,Never Used,$114.28
1000000,15 Year Term,50,Male,Never Used,$133.05
1000000,15 Year Term,50,Female,Current user,$329.80
1000000,15 Year Term,50,Female,Current user,$550.96
1000000,15 Year Term,50,Female,Never Used,$92.53
1000000,15 Year Term,50,Female,Never Used,$106.22
1000000,15 Year Term,60,Male,Current user,"$1,236.96"
1000000,15 Year Term,60,Male,Current user,"$1,874.30"
1000000,15 Year Term,60,Male,Never Used,$325.63
1000000,15 Year Term,60,Male,Never Used,$404.04
1000000,15 Year Term,60,Female,Current user,$744.60
1000000,15 Year Term,60,Female,Current user,"$1,244.63"
1000000,15 Year Term,60,Female,Never Used,$226.75
1000000,15 Year Term,60,Female,Never Used,$279.00
1000000,20 Year Term,20,Male,Current user,$132.17
1000000,20 Year Term,20,Male,Current user,$186.68
1000000,20 Year Term,20,Male,Never Used,$35.31
1000000,20 Year Term,20,Male,Never Used,$41.95
1000000,20 Year Term,20,Female,Current user,$92.22
1000000,20 Year Term,20,Female,Current user,$130.96
1000000,20 Year Term,20,Female,Never Used,$27.62
1000000,20 Year Term,20,Female,Never Used,$30.34
1000000,20 Year Term,30,Male,Current user,$124.10
1000000,20 Year Term,30,Male,Current user,$199.39
1000000,20 Year Term,30,Male,Never Used,$40.20
1000000,20 Year Term,30,Male,Never Used,$43.73
1000000,20 Year Term,30,Female,Current user,$97.75
1000000,20 Year Term,30,Female,Current user,$149.54
1000000,20 Year Term,30,Female,Never Used,$30.74
1000000,20 Year Term,30,Female,Never Used,$31.89
1000000,20 Year Term,40,Male,Current user,$233.75
1000000,20 Year Term,40,Male,Current user,$404.79
1000000,20 Year Term,40,Male,Never Used,$62.45
1000000,20 Year Term,40,Male,Never Used,$78.13
1000000,20 Year Term,40,Female,Current user,$185.30
1000000,20 Year Term,40,Female,Current user,$285.79
1000000,20 Year Term,40,Female,Never Used,$50.90
1000000,20 Year Term,40,Female,Never Used,$57.38
1000000,20 Year Term,45,Male,Current user,$382.50
1000000,20 Year Term,45,Male,Current user,$635.35
1000000,20 Year Term,45,Male,Never Used,$101.27
1000000,20 Year Term,45,Male,Never Used,$118.27
1000000,20 Year Term,45,Female,Current user,$275.40
1000000,20 Year Term,45,Female,Current user,$483.42
1000000,20 Year Term,45,Female,Never Used,$76.69
1000000,20 Year Term,45,Female,Never Used,$89.72
1000000,20 Year Term,50,Male,Current user,$584.80
1000000,20 Year Term,50,Male,Current user,$964.70
1000000,20 Year Term,50,Male,Never Used,$156.96
1000000,20 Year Term,50,Male,Never Used,$183.31
1000000,20 Year Term,50,Female,Current user,$400.35
1000000,20 Year Term,50,Female,Current user,$686.35
1000000,20 Year Term,50,Female,Never Used,$116.11
1000000,20 Year Term,50,Female,Never Used,$141.23
1000000,20 Year Term,60,Male,Current user,"$1,442.00"
1000000,20 Year Term,60,Male,Current user,"$2,418.83"
1000000,20 Year Term,60,Male,Never Used,$445.97
1000000,20 Year Term,60,Male,Never Used,$560.83
1000000,20 Year Term,60,Female,Current user,"$1,007.65"
1000000,20 Year Term,60,Female,Current user,"$1,660.36"
1000000,20 Year Term,60,Female,Never Used,$313.14
1000000,20 Year Term,60,Female,Never Used,$393.82
1000000,30 Year Term,20,Male,Current user,$207.82
1000000,30 Year Term,20,Male,Current user,$296.80
1000000,30 Year Term,20,Male,Never Used,$60.11
1000000,30 Year Term,20,Male,Never Used,$70.94
1000000,30 Year Term,20,Female,Current user,$146.62
1000000,30 Year Term,20,Female,Current user,$207.54
1000000,30 Year Term,20,Female,Never Used,$42.36
1000000,30 Year Term,20,Female,Never Used,$52.82
1000000,30 Year Term,30,Male,Current user,$209.95
1000000,30 Year Term,30,Male,Current user,$339.65
1000000,30 Year Term,30,Male,Never Used,$64.11
1000000,30 Year Term,30,Male,Never Used,$74.73
1000000,30 Year Term,30,Female,Current user,$153.85
1000000,30 Year Term,30,Female,Current user,$250.91
1000000,30 Year Term,30,Female,Never Used,$49.17
1000000,30 Year Term,30,Female,Never Used,$59.17
1000000,30 Year Term,40,Male,Current user,$411.40
1000000,30 Year Term,40,Male,Current user,$656.60
1000000,30 Year Term,40,Male,Never Used,$109.94
1000000,30 Year Term,40,Male,Never Used,$133.85
1000000,30 Year Term,40,Female,Current user,$287.30
1000000,30 Year Term,40,Female,Current user,$474.92
1000000,30 Year Term,40,Female,Never Used,$85.89
1000000,30 Year Term,40,Female,Never Used,$104.94
1000000,30 Year Term,45,Male,Current user,$658.75
1000000,30 Year Term,45,Male,Current user,"$1,028.46"
1000000,30 Year Term,45,Male,Never Used,$177.05
1000000,30 Year Term,45,Male,Never Used,$215.20
1000000,30 Year Term,45,Female,Current user,$450.50
1000000,30 Year Term,45,Female,Current user,$725.66
1000000,30 Year Term,45,Female,Never Used,$129.94
1000000,30 Year Term,45,Female,Never Used,$160.35
1000000,30 Year Term,50,Male,Current user,"$1,023.40"
1000000,30 Year Term,50,Male,Current user,"$1,435.38"
1000000,30 Year Term,50,Male,Never Used,$282.33
1000000,30 Year Term,50,Male,Never Used,$342.99
1000000,30 Year Term,50,Female,Current user,$683.40
1000000,30 Year Term,50,Female,Current user,"$1,133.64"
1000000,30 Year Term,50,Female,Never Used,$207.93
1000000,30 Year Term,50,Female,Never Used,$251.15
2000000,10 Year Term,20,Male,Current user,$167.83
2000000,10 Year Term,20,Male,Current user,$247.99
2000000,10 Year Term,20,Male,Never Used,$43.29
2000000,10 Year Term,20,Male,Never Used,$56.72
2000000,10 Year Term,20,Female,Current user,$130.19
2000000,10 Year Term,20,Female,Current user,$174.93
2000000,10 Year Term,20,Female,Never Used,$32.38
2000000,10 Year Term,20,Female,Never Used,$34.50
2000000,10 Year Term,30,Male,Current user,$157.96
2000000,10 Year Term,30,Male,Current user,$266.71
2000000,10 Year Term,30,Male,Never Used,$43.29
2000000,10 Year Term,30,Male,Never Used,$56.72
2000000,10 Year Term,30,Female,Current user,$129.06
2000000,10 Year Term,30,Female,Current user,$199.39
2000000,10 Year Term,30,Female,Never Used,$34.37
2000000,10 Year Term,30,Female,Never Used,$36.16
2000000,10 Year Term,40,Male,Current user,$270.16
2000000,10 Year Term,40,Male,Current user,$480.78
2000000,10 Year Term,40,Male,Never Used,$66.14
2000000,10 Year Term,40,Male,Never Used,$104.40
2000000,10 Year Term,40,Female,Current user,$217.46
2000000,10 Year Term,40,Female,Current user,$352.71
2000000,10 Year Term,40,Female,Never Used,$54.78
2000000,10 Year Term,40,Female,Never Used,$76.44
2000000,10 Year Term,45,Male,Current user,$445.26
2000000,10 Year Term,45,Male,Current user,$766.83
2000000,10 Year Term,45,Male,Never Used,$107.46
2000000,10 Year Term,45,Male,Never Used,$138.63
2000000,10 Year Term,45,Female,Current user,$338.16
2000000,10 Year Term,45,Female,Current user,$591.38
2000000,10 Year Term,45,Female,Never Used,$89.21
2000000,10 Year Term,45,Female,Never Used,$108.70
2000000,10 Year Term,50,Male,Current user,$666.43
2000000,10 Year Term,50,Male,Current user,"$1,121.78"
2000000,10 Year Term,50,Male,Never Used,$173.19
2000000,10 Year Term,50,Male,Never Used,$206.85
2000000,10 Year Term,50,Female,Current user,$494.56
2000000,10 Year Term,50,Female,Current user,$704.87
2000000,10 Year Term,50,Female,Never Used,$140.88
2000000,10 Year Term,50,Female,Never Used,$162.91
2000000,10 Year Term,60,Male,Current user,"$1,676.06"
2000000,10 Year Term,60,Male,Never Used,$466.48
2000000,10 Year Term,60,Female,Current user,"$1,157.19"
2000000,10 Year Term,60,Female,Never Used,$333.42
2000000,15 Year Term,20,Male,Current user,$191.39
2000000,15 Year Term,20,Male,Current user,$301.03
2000000,15 Year Term,20,Male,Never Used,$52.56
2000000,15 Year Term,20,Male,Never Used,$58.62
2000000,15 Year Term,20,Female,Current user,$150.03
2000000,15 Year Term,20,Female,Current user,$214.59
2000000,15 Year Term,20,Female,Never Used,$39.13
2000000,15 Year Term,20,Female,Never Used,$46.24
2000000,15 Year Term,30,Male,Current user,$198.76
2000000,15 Year Term,30,Male,Current user,$320.23
2000000,15 Year Term,30,Male,Never Used,$52.56
2000000,15 Year Term,30,Male,Never Used,$65.60
2000000,15 Year Term,30,Female,Current user,$147.76
2000000,15 Year Term,30,Female,Current user,$251.09
2000000,15 Year Term,30,Female,Never Used,$42.39
2000000,15 Year Term,30,Female,Never Used,$47.84
2000000,15 Year Term,40,Male,Current user,$352.74
2000000,15 Year Term,40,Male,Current user,$627.21
2000000,15 Year Term,40,Male,Never Used,$88.61
2000000,15 Year Term,40,Male,Never Used,$121.44
2000000,15 Year Term,40,Female,Current user,$271.86
2000000,15 Year Term,40,Female,Current user,$476.68
2000000,15 Year Term,40,Female,Never Used,$72.89
2000000,15 Year Term,40,Female,Never Used,$86.66
2000000,15 Year Term,45,Male,Current user,$564.26
2000000,15 Year Term,45,Male,Current user,$955.52
2000000,15 Year Term,45,Male,Never Used,$142.81
2000000,15 Year Term,45,Male,Never Used,$166.55
2000000,15 Year Term,45,Female,Current user,$441.86
2000000,15 Year Term,45,Female,Current user,$744.33
2000000,15 Year Term,45,Female,Never Used,$113.75
2000000,15 Year Term,45,Female,Never Used,$133.77
2000000,15 Year Term,50,Male,Current user,$860.06
2000000,15 Year Term,50,Male,Current user,"$1,488.70"
2000000,15 Year Term,50,Male,Never Used,$221.23
2000000,15 Year Term,50,Male,Never Used,$259.81
2000000,15 Year Term,50,Female,Current user,$656.06
2000000,15 Year Term,50,Female,Current user,"$1,095.62"
2000000,15 Year Term,50,Female,Never Used,$177.95
2000000,15 Year Term,50,Female,Never Used,$206.13
2000000,15 Year Term,60,Male,Current user,"$2,162.50"
2000000,15 Year Term,60,Male,Never Used,$646.13
2000000,15 Year Term,60,Female,Current user,"$1,485.66"
2000000,15 Year Term,60,Female,Never Used,$445.99
2000000,20 Year Term,20,Male,Current user,$231.06
2000000,20 Year Term,20,Male,Current user,$367.07
2000000,20 Year Term,20,Male,Never Used,$65.10
2000000,20 Year Term,20,Male,Never Used,$77.60
2000000,20 Year Term,20,Female,Current user,$161.82
2000000,20 Year Term,20,Female,Current user,$255.63
2000000,20 Year Term,20,Female,Never Used,$47.70
2000000,20 Year Term,20,Female,Never Used,$54.38
2000000,20 Year Term,30,Male,Current user,$234.35
2000000,20 Year Term,30,Male,Current user,$392.48
2000000,20 Year Term,30,Male,Never Used,$73.18
2000000,20 Year Term,30,Male,Never Used,$81.16
2000000,20 Year Term,30,Female,Current user,$186.85
2000000,20 Year Term,30,Female,Current user,$292.79
2000000,20 Year Term,30,Female,Never Used,$54.47
2000000,20 Year Term,30,Female,Never Used,$57.48
2000000,20 Year Term,40,Male,Current user,$431.23
2000000,20 Year Term,40,Male,Current user,$803.29
2000000,20 Year Term,40,Male,Never Used,$118.66
2000000,20 Year Term,40,Male,Never Used,$149.95
2000000,20 Year Term,40,Female,Current user,$357.45
2000000,20 Year Term,40,Female,Current user,$565.28
2000000,20 Year Term,40,Female,Never Used,$95.27
2000000,20 Year Term,40,Female,Never Used,$108.46
2000000,20 Year Term,45,Male,Current user,$761.46
2000000,20 Year Term,45,Male,Current user,"$1,264.41"
2000000,20 Year Term,45,Male,Never Used,$196.27
2000000,20 Year Term,45,Male,Never Used,$230.23
2000000,20 Year Term,45,Female,Current user,$547.26
2000000,20 Year Term,45,Female,Current user,$960.54
2000000,20 Year Term,45,Female,Never Used,$146.27
2000000,20 Year Term,45,Female,Never Used,$173.13
2000000,20 Year Term,50,Male,Current user,"$1,115.05"
2000000,20 Year Term,50,Male,Current user,"$1,923.10"
2000000,20 Year Term,50,Male,Never Used,$307.65
2000000,20 Year Term,50,Male,Never Used,$360.33
2000000,20 Year Term,50,Female,Current user,$797.16
2000000,20 Year Term,50,Female,Current user,"$1,366.41"
2000000,20 Year Term,50,Female,Never Used,$225.97
2000000,20 Year Term,50,Female,Never Used,$276.17
2000000,20 Year Term,60,Male,Current user,"$2,820.16"
2000000,20 Year Term,60,Male,Never Used,$886.50
2000000,20 Year Term,60,Female,Current user,"$2,010.06"
2000000,20 Year Term,60,Female,Never Used,$620.86
2000000,30 Year Term,20,Male,Current user,$387.46
2000000,30 Year Term,20,Male,Current user,$587.30
2000000,30 Year Term,20,Male,Never Used,$113.91
2000000,30 Year Term,20,Male,Never Used,$135.57
2000000,30 Year Term,20,Female,Current user,$259.96
2000000,30 Year Term,20,Female,Current user,$408.78
2000000,30 Year Term,20,Female,Never Used,$76.55
2000000,30 Year Term,20,Female,Never Used,$99.34
2000000,30 Year Term,30,Male,Current user,$416.36
2000000,30 Year Term,30,Male,Current user,$672.99
2000000,30 Year Term,30,Male,Never Used,$121.99
2000000,30 Year Term,30,Male,Never Used,$143.15
2000000,30 Year Term,30,Female,Current user,$302.20
2000000,30 Year Term,30,Female,Current user,$495.52
2000000,30 Year Term,30,Female,Never Used,$91.81
2000000,30 Year Term,30,Female,Never Used,$112.04
2000000,30 Year Term,40,Male,Current user,$812.40
2000000,30 Year Term,40,Male,Current user,"$1,306.91"
2000000,30 Year Term,40,Male,Never Used,$213.65
2000000,30 Year Term,40,Male,Never Used,$261.41
2000000,30 Year Term,40,Female,Current user,$571.06
2000000,30 Year Term,40,Female,Current user,$943.54
2000000,30 Year Term,40,Female,Never Used,$165.55
2000000,30 Year Term,40,Female,Never Used,$203.57
2000000,30 Year Term,45,Male,Current user,"$1,312.00"
2000000,30 Year Term,45,Male,Current user,"$2,050.62"
2000000,30 Year Term,45,Male,Never Used,$347.87
2000000,30 Year Term,45,Male,Never Used,$424.10
2000000,30 Year Term,45,Female,Current user,$897.46
2000000,30 Year Term,45,Female,Current user,"$1,445.02"
2000000,30 Year Term,45,Female,Never Used,$253.65
2000000,30 Year Term,45,Female,Never Used,$314.41
2000000,30 Year Term,50,Male,Current user,"$2,029.19"
2000000,30 Year Term,50,Male,Current user,"$2,864.47"
2000000,30 Year Term,50,Male,Never Used,$558.43
2000000,30 Year Term,50,Male,Never Used,$679.67
2000000,30 Year Term,50,Female,Current user,"$1,363.26"
2000000,30 Year Term,50,Female,Current user,"$2,260.99"
2000000,30 Year Term,50,Female,Never Used,$409.63
2000000,30 Year Term,50,Female,Never Used,$496.00
