ln(Coverage_Amount),Term_Length,Age,Is_Male,Is_Smoker,Is_UK,Premium (£),ln(Premium)
11.512925464970229,15,40,1,0,0,23.24,3.1458749319837103
11.512925464970229,15,40,0,1,0,19.28,2.9590682891823996
11.512925464970229,15,40,0,1,0,30.5,3.417726683613366
11.512925464970229,15,40,0,1,0,38.58,3.652734007477583
11.512925464970229,15,40,0,1,0,41.99,3.737431494696102
11.512925464970229,15,40,0,1,0,44.56,3.7968365956190286
11.512925464970229,15,40,0,0,0,7.78,2.0515563381903004
11.512925464970229,15,40,0,0,0,8.37,2.124653884501384
11.512925464970229,15,40,0,0,0,14.57,2.6789646202071133
11.512925464970229,15,40,0,0,0,21.8,3.0819099697950434
11.512925464970229,15,40,0,0,0,22.12,3.096482176654134
11.512925464970229,15,45,1,1,0,34.2,3.5322256440685598
11.512925464970229,15,45,1,1,0,50.55,3.9229629454664803
11.512925464970229,15,45,1,1,0,63.66,4.1535564218539465
11.512925464970229,15,45,1,1,0,67.51,4.21227573505378
11.512925464970229,15,45,1,1,0,67.6,4.213607983048918
11.512925464970229,15,45,1,0,0,11.39,2.432735777459091
11.512925464970229,15,45,1,0,0,12.01,2.485739636091892
11.512925464970229,15,45,1,0,0,26.12,3.2627013044082305
11.512925464970229,15,45,1,0,0,29.24,3.3755376348815775
11.512925464970229,15,45,1,0,0,33.6,3.5145260669691587
11.512925464970229,15,45,0,1,0,27.15,3.3013770463799443
11.512925464970229,15,45,0,1,0,41.97,3.7369550773454994
11.512925464970229,15,45,0,1,0,53.86,3.9863880873834527
11.512925464970229,15,45,0,1,0,63.01,4.143293443953964
11.512925464970229,15,45,0,1,0,65.35,4.179757440070231
11.512925464970229,15,45,0,0,0,10.21,2.3233676321765744
11.512925464970229,15,45,0,0,0,11.16,2.412335956953165
11.512925464970229,15,45,0,0,0,22.0,3.091042453358316
11.512925464970229,15,45,0,0,0,27.55,3.3160025355989236
11.512925464970229,15,45,0,0,0,31.94,3.4638591427868666
11.512925464970229,15,50,1,1,0,49.34,3.8987351111012107
11.512925464970229,15,50,1,1,0,73.56,4.298101399736121
11.512925464970229,15,50,1,1,0,94.87,4.5525075334047855
11.512925464970229,15,50,1,1,0,97.8,4.582924577040772
11.512925464970229,15,50,1,1,0,98.68,4.591882291661156
11.512925464970229,15,50,1,0,0,16.11,2.779440197188883
11.512925464970229,15,50,1,0,0,17.46,2.859912550411456
11.512925464970229,15,50,1,0,0,35.06,3.5570608794930885
11.512925464970229,15,50,1,0,0,41.46,3.7247291070076334
11.512925464970229,15,50,1,0,0,51.34,3.9384701754429945
11.512925464970229,15,50,0,1,0,37.93,3.6357423557008075
11.512925464970229,15,50,0,1,0,57.73,4.055776969072842
11.512925464970229,15,50,0,1,0,77.3,4.3476939555933765
11.512925464970229,15,50,0,1,0,88.01,4.47745044438572
11.512925464970229,15,50,0,1,0,95.36,4.55765920331704
11.512925464970229,15,50,0,0,0,13.31,2.58851563240702
11.512925464970229,15,50,0,0,0,14.1,2.6461747973841225
11.512925464970229,15,50,0,0,0,29.12,3.3714252233284854
11.512925464970229,15,50,0,0,0,37.67,3.62886402170395
11.512925464970229,15,50,0,0,0,48.55,3.882594194737334
11.512925464970229,15,60,1,1,0,118.92,4.778450998129897
11.512925464970229,15,60,1,1,0,177.39,5.178350698500848
11.512925464970229,15,60,1,1,0,194.91,5.27253791356055
11.512925464970229,15,60,1,1,0,223.54,5.409590368957465
11.512925464970229,15,60,1,1,0,231.52,5.444666262883174
11.512925464970229,15,60,1,0,0,39.26,3.670206188848315
11.512925464970229,15,60,1,0,0,43.25,3.7669972333778885
11.512925464970229,15,60,1,0,0,88.08,4.478245492414424
11.512925464970229,15,60,1,0,0,103.27,4.637346917683312
11.512925464970229,15,60,1,0,0,110.72,4.707004491869359
11.512925464970229,15,60,0,1,0,87.08,4.466827236366346
11.512925464970229,15,60,0,1,0,134.7,4.903050083416319
11.512925464970229,15,60,0,1,0,171.32,5.14353315274717
11.512925464970229,15,60,0,1,0,182.42,5.206311720752012
11.512925464970229,15,60,0,1,0,194.11,5.268425008683
11.512925464970229,15,60,0,0,0,29.87,3.3968546322280186
11.512925464970229,15,60,0,0,0,31.33,3.4445761049641
11.512925464970229,15,60,0,0,0,70.12,4.250208060053033
11.512925464970229,15,60,0,0,0,89.84,4.498030310430188
11.512925464970229,15,60,0,0,0,95.83,4.562575788355671
11.512925464970229,15,65,1,1,0,276.13,5.6208717693173975
11.512925464970229,15,65,1,1,0,322.34,5.775606889094572
11.512925464970229,15,65,1,1,0,334.15,5.811589993957079
11.512925464970229,15,65,1,1,0,363.06,5.894568109862285
11.512925464970229,15,65,1,0,0,77.03,4.344194956364874
11.512925464970229,15,65,1,0,0,159.51,5.072106616184357
11.512925464970229,15,65,1,0,0,169.16,5.130845012604288
11.512925464970229,15,65,1,0,0,171.13,5.14242350158936
11.512925464970229,15,65,0,1,0,212.16,5.357340706997498
11.512925464970229,15,65,0,1,0,259.32,5.5580628203067945
11.512925464970229,15,65,0,1,0,285.91,5.6556770759813535
11.512925464970229,15,65,0,1,0,327.26,5.79075496200075
11.512925464970229,15,65,0,0,0,58.63,4.071246510976124
11.512925464970229,15,65,0,0,0,111.78,4.716532653841552
11.512925464970229,15,65,0,0,0,151.14,5.018206559592573
11.512925464970229,15,65,0,0,0,164.56,5.103275245344702
11.512925464970229,15,70,1,1,0,427.2,6.057252287645985
11.512925464970229,15,70,1,1,0,526.76,6.2667450368420194
11.512925464970229,15,70,1,1,0,607.31,6.409039369094324
11.512925464970229,15,70,1,0,0,224.54,5.414053865030634
11.512925464970229,15,70,1,0,0,308.82,5.732758582892719
11.512925464970229,15,70,1,0,0,370.9,5.915932484495545
11.512925464970229,15,70,0,1,0,388.93,5.963399378839639
11.512925464970229,15,70,0,1,0,419.09,6.038085693992574
11.512925464970229,15,70,0,1,0,547.01,6.304467083790525
11.512925464970229,15,70,0,0,0,174.98,5.164671681678119
11.512925464970229,15,70,0,0,0,258.74,5.555823696489756
11.512925464970229,15,70,0,0,0,315.11,5.752921784216493
11.512925464970229,20,20,1,1,0,17.82,2.8803214220426634
11.512925464970229,20,20,1,1,0,21.61,3.0731561705187946
11.512925464970229,20,20,1,1,0,22.39,3.1086144306106633
11.512925464970229,20,20,1,1,0,24.94,3.2164729402518906
11.512925464970229,20,20,1,1,0,26.1,3.261935314328648
11.512925464970229,20,20,1,0,0,7.75,2.0476928433652555
11.512925464970229,20,20,1,0,0,7.97,2.075684492802124
11.512925464970229,20,20,1,0,0,14.01,2.6397713603489157
11.512925464970229,20,20,1,0,0,14.57,2.6789646202071133
11.512925464970229,20,20,1,0,0,15.21,2.7219531062712017
11.512925464970229,20,20,0,1,0,15.6,2.747270914255491
11.512925464970229,20,20,0,1,0,16.34,2.7936160894318567
11.512925464970229,20,20,0,1,0,16.67,2.813610696762703
11.512925464970229,20,20,0,1,0,18.29,2.906354462402774
11.512925464970229,20,20,0,1,0,22.85,3.128951117340214
11.512925464970229,20,20,0,0,0,6.98,1.9430489167742813
11.512925464970229,20,20,0,0,0,7.29,1.986503546020567
11.512925464970229,20,20,0,0,0,11.49,2.4414770918606643
11.512925464970229,20,20,0,0,0,12.92,2.558776498354456
11.512925464970229,20,20,0,0,0,13.42,2.5967461315435356
11.512925464970229,20,30,1,1,0,18.71,2.9290581402859983
11.512925464970229,20,30,1,1,0,24.94,3.2164729402518906
11.512925464970229,20,30,1,1,0,26.44,3.2748780149834857
11.512925464970229,20,30,1,1,0,26.89,3.2917544702807735
11.512925464970229,20,30,1,1,0,27.5,3.3141860046725258
11.512925464970229,20,30,1,0,0,7.96,2.0744289998562917
11.512925464970229,20,30,1,0,0,8.03,2.0831845279586703
11.512925464970229,20,30,1,0,0,15.48,2.739548868161581
11.512925464970229,20,30,1,0,0,16.6,2.8094026953624978
11.512925464970229,20,30,1,0,0,16.65,2.8124102164264526
11.512925464970229,20,30,0,1,0,15.33,2.7298116928837226
11.512925464970229,20,30,0,1,0,18.51,2.9183111265854063
11.512925464970229,20,30,0,1,0,23.63,3.1625170911988163
11.512925464970229,20,30,0,1,0,24.16,3.184698373066614
11.512925464970229,20,30,0,1,0,26.1,3.261935314328648
11.512925464970229,20,30,0,0,0,7.01,1.9473377010464987
11.512925464970229,20,30,0,0,0,7.1,1.9600947840472698
11.512925464970229,20,30,0,0,0,12.8,2.5494451709255714
11.512925464970229,20,30,0,0,0,15.73,2.7555697170701863
11.512925464970229,20,30,0,0,0,15.87,2.7644305345383176
11.512925464970229,20,40,1,1,0,28.58,3.3527071725017215
11.512925464970229,20,40,1,1,0,43.92,3.7823697972012753
11.512925464970229,20,40,1,1,0,51.13,3.934371409091908
11.512925464970229,20,40,1,1,0,51.18,3.935348830731643
11.512925464970229,20,40,1,1,0,52.4,3.9589065913269965
11.512925464970229,20,40,1,0,0,9.86,2.288486168614544
11.512925464970229,20,40,1,0,0,11.11,2.4078456036515385
11.512925464970229,20,40,1,0,0,22.79,3.126321843257593
11.512925464970229,20,40,1,0,0,24.09,3.18179681662678
11.512925464970229,20,40,1,0,0,28.35,3.3446270301737613
11.512925464970229,20,40,0,1,0,24.54,3.2003044392827653
11.512925464970229,20,40,0,1,0,34.8,3.5496173867804286
11.512925464970229,20,40,0,1,0,44.85,3.803323588504805
11.512925464970229,20,40,0,1,0,46.1,3.8308129500026027
11.512925464970229,20,40,0,1,0,49.41,3.9001528328576587
11.512925464970229,20,40,0,0,0,8.66,2.1587147225743437
11.512925464970229,20,40,0,0,0,9.51,2.252343876557299
11.512925464970229,20,40,0,0,0,19.53,2.9719517448885875
11.512925464970229,20,40,0,0,0,23.24,3.1458749319837103
11.512925464970229,20,40,0,0,0,26.9,3.292126286607793
11.512925464970229,20,45,1,1,0,39.6,3.6788291182604347
11.512925464970229,20,45,1,1,0,65.56,4.182965753875629
11.512925464970229,20,45,1,1,0,73.45,4.296604902619887
11.512925464970229,20,45,1,1,0,74.5,4.310799125385514
11.512925464970229,20,45,1,1,0,79.3,4.373238128640803
11.512925464970229,20,45,1,0,0,13.76,2.6217658325051976
11.512925464970229,20,45,1,0,0,15.89,2.7656899805486246
11.512925464970229,20,45,1,0,0,30.36,3.4131259525274293
11.512925464970229,20,45,1,0,0,33.49,3.5112468868061133
11.512925464970229,20,45,1,0,0,40.51,3.701548857214599
11.512925464970229,20,45,0,1,0,32.79,3.4901235908565567
11.512925464970229,20,45,0,1,0,51.52,3.9419700817960983
11.512925464970229,20,45,0,1,0,63.85,4.156536582478548
11.512925464970229,20,45,0,1,0,69.48,4.241038941372905
11.512925464970229,20,45,0,1,0,74.38,4.309187088496924
11.512925464970229,20,45,0,0,0,11.22,2.4176979000945504
11.512925464970229,20,45,0,0,0,12.18,2.4997952622817508
11.512925464970229,20,45,0,0,0,28.01,3.332561589272017
11.512925464970229,20,45,0,0,0,30.88,3.4301087251565754
11.512925464970229,20,45,0,0,0,38.25,3.644143560272545
11.512925464970229,20,50,1,1,0,60.57,4.103799720992856
11.512925464970229,20,50,1,1,0,87.21,4.468319003238894
11.512925464970229,20,50,1,1,0,101.72,4.622223940553919
11.512925464970229,20,50,1,1,0,110.1,4.701389043728634
11.512925464970229,20,50,1,1,0,114.52,4.740749480229915
11.512925464970229,20,50,1,0,0,20.1,3.0007198150650303
11.512925464970229,20,50,1,0,0,21.97,3.089677886396519
11.512925464970229,20,50,1,0,0,43.09,3.763290951627747
11.512925464970229,20,50,1,0,0,54.45,3.9972828493789696
11.512925464970229,20,50,1,0,0,59.17,4.080414656688602
11.512925464970229,20,50,0,1,0,45.66,3.821222641101649
11.512925464970229,20,50,0,1,0,70.16,4.250778348063927
11.512925464970229,20,50,0,1,0,82.0,4.406719247264253
11.512925464970229,20,50,0,1,0,94.54,4.5490230253650905
11.512925464970229,20,50,0,1,0,103.67,4.641212777335021
11.512925464970229,20,50,0,0,0,15.1,2.714694743820879
11.512925464970229,20,50,0,0,0,16.18,2.7837759116303458
11.512925464970229,20,50,0,0,0,39.9,3.686376323895818
11.512925464970229,20,50,0,0,0,44.52,3.795938526407344
11.512925464970229,20,50,0,0,0,55.92,4.0239220979255546
11.512925464970229,20,60,1,1,0,150.5,5.01396308418893
11.512925464970229,20,60,1,1,0,233.02,5.451124286791795
11.512925464970229,20,60,1,1,0,237.45,5.469957074995131
11.512925464970229,20,60,1,1,0,256.72,5.547985996801602
11.512925464970229,20,60,1,1,0,280.11,5.6351823831639445
11.512925464970229,20,60,1,0,0,51.88,3.948933359448243
11.512925464970229,20,60,1,0,0,58.9,4.075841090657541
11.512925464970229,20,60,1,0,0,115.95,4.753159063701541
11.512925464970229,20,60,1,0,0,127.51,4.848194792895451
11.512925464970229,20,60,1,0,0,157.85,5.061645215004001
11.512925464970229,20,60,0,1,0,106.93,4.672174414768565
11.512925464970229,20,60,0,1,0,171.66,5.145515776290074
11.512925464970229,20,60,0,1,0,203.31,5.314731907816132
11.512925464970229,20,60,0,1,0,215.19,5.3715213588064525
11.512925464970229,20,60,0,1,0,263.25,5.573104151014085
11.512925464970229,20,60,0,0,0,39.51,3.6765538044232993
11.512925464970229,20,60,0,0,0,39.67,3.6805952345262387
11.512925464970229,20,60,0,0,0,99.7,4.602165676967792
11.512925464970229,20,60,0,0,0,112.36,4.721708002236043
11.512925464970229,20,60,0,0,0,148.49,5.00051761590797
11.512925464970229,20,65,1,0,0,180.85,5.197667958398107
11.512925464970229,20,65,1,0,0,190.85,5.251487779191239
11.512925464970229,20,65,0,0,0,152.26,5.025589585878066
11.512925464970229,20,65,0,0,0,158.85,5.067960360715525
11.512925464970229,25,20,1,1,0,26.24,3.267284964075888
11.512925464970229,25,20,1,1,0,30.76,3.4262151446374434
11.512925464970229,25,20,1,0,0,16.33,2.7930039069823738
11.512925464970229,25,20,1,0,0,17.3,2.8507065015037334
11.512925464970229,25,20,0,1,0,17.95,2.8875901149342877
11.512925464970229,25,20,0,1,0,22.07,3.094219220268645
11.512925464970229,25,20,0,0,0,12.8,2.5494451709255714
11.512925464970229,25,20,0,0,0,13.18,2.578700529074361
11.512925464970229,25,30,1,1,0,32.18,3.471345141564237
11.512925464970229,25,30,1,1,0,34.35,3.536602018668358
11.512925464970229,25,30,1,0,0,17.83,2.8808824318750488
11.512925464970229,25,30,1,0,0,19.19,2.9543893100196086
11.512925464970229,25,30,0,1,0,27.09,3.2991646560970036
11.512925464970229,25,30,0,1,0,27.62,3.318540147981146
11.512925464970229,25,30,0,0,0,14.5,2.6741486494265287
11.512925464970229,25,30,0,0,0,16.58,2.8081971497071487
11.512925464970229,25,40,1,1,0,60.19,4.0975062255596795
11.512925464970229,25,40,1,1,0,63.99,4.158726821151369
11.512925464970229,25,40,1,0,0,29.38,3.380314170745731
11.512925464970229,25,40,1,0,0,30.75,3.4258899942525267
11.512925464970229,25,40,0,1,0,50.79,3.9276994848131537
11.512925464970229,25,40,0,1,0,52.69,3.9644256842211942
11.512925464970229,25,40,0,0,0,24.03,3.1793030497483774
11.512925464970229,25,40,0,0,0,26.05,3.260017768199376
11.512925464970229,25,45,1,1,0,79.65,4.3776420363560575
11.512925464970229,25,45,1,1,0,88.6,4.484131857611035
11.512925464970229,25,45,1,0,0,41.46,3.7247291070076334
11.512925464970229,25,45,1,0,0,41.79,3.732657076459824
11.512925464970229,25,45,0,1,0,70.38,4.253909131893439
11.512925464970229,25,45,0,1,0,75.87,4.329021349349984
11.512925464970229,25,45,0,0,0,32.13,3.4697901731277674
11.512925464970229,25,45,0,0,0,35.91,3.5810158082379915
11.512925464970229,25,50,1,1,0,116.86,4.760976637126291
11.512925464970229,25,50,1,1,0,121.05,4.796203683384068
